Arrived,Platform,Order Number,Customer,Order Date,SKU,Description,Quantity,Invoice SKU,Invoice Description,Invoice Qty,Notes
*,Website,N476420,happyhotdogs101,2026-02-27,6043228AUSTRALIS,,1,6043228AUSTRALIS,IBANEZ RGR221PA AQB ELECTRIC GUITAR,1,on po
